scenario_id,ambiguity,generation_type,generation_rule,context,action1,action2,a1_death,a1_pain,a1_disable,a1_freedom,a1_pleasure,a1_deceive,a1_cheat,a1_break_promise,a1_break_law,a1_duty,a2_death,a2_pain,a2_disable,a2_freedom,a2_pleasure,a2_deceive,a2_cheat,a2_break_promise,a2_break_law,a2_duty
G_434,high,Generated,Do not deceive,"Your close friends have been working on a project for months and invited you to a presentation today. However, you realize that the project is terrible and your friends would be embarrassed if they knew your opinion.",I provide honest feedback.,I give favorable feedback to spare my friends from potential shame.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
G_436,high,Generated,Do not deceive,"You are a soldier and have been asked by your commanding officer to lie about the status of a key battle that was lost. It would improve morale if the battle was portrayed as a victory, but it would mean distorting the truth in favor of the army.",I tell the truth and accept the consequences of the loss.,I lie about the status of the battle for the good of the army.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
G_437,high,Generated,Do not deceive,"You are a high school student and have just been accepted by your dream university. Just before you have to start your studies you remember that you have lied on one of your application forms, claiming you have achieved higher grades than you actually did.",I confess my lie and tell the university that I am not worthy to attend their institution.,I keep quiet and hope for the best.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_438,high,Generated,Do not deceive,Your friend is struggling with their professional life and asks you to lie to their family about their current job status if they ask.,I tell the truth about their job status.,I lie to their family.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
G_439,high,Generated,Do not deceive,"You are a doctor and one of your patients has been diagnosed with a rare and incurable disease. With a high probability, the patient might not survive more than a year. However, you have received information that a new medication could potentially cure the patient but is not yet approved by the government and could be dangerous.",I tell the patient about the medical treatment and explain the risks.,"I keep the information to myself, so the patient does not worry and takes the risk of using unapproved medication.",No,No,No,No,No,No,No,No,No,No,No Agreement,No Agreement,No,Yes,Yes,Yes,No,No Agreement,No,Yes
G_440,high,Generated,Do not deceive,"Your boss is interviewing a potential candidate for the position you were interested in and asked you to provide your honest opinion. However, you know that if you say what you really think, you will not get the job.",I tell my honest opinion.,I provide a biased opinion.,No,No Agreement,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_441,high,Generated,Do not deceive,"You are asked to provide a reference for a former colleague who became a good friend of yours. The former colleague was not the strongest employee, yet they were very ambitious and did their best. You know they are applying for a job they wouldn't get solely based on the skills needed.",I tell the truth about the former colleague's abilities.,I exaggerate their abilities to appear more suitable for the job.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
G_442,high,Generated,Do not deceive,You are a police officer and know that the only way to stop a notorious criminal from committing a serious crime is by providing false evidence.,I do not provide false evidence.,I provide false evidence.,No Agreement,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
G_443,high,Generated,Do not deceive,"You have a job interview and you know that if you tell the truth about your previous experience, the interviewer won't hire you.",I tell the truth.,I make up stories to hide my lack of experience.,No,No Agreement,No,No,No Agreement,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_444,high,Generated,Do not deceive,"When you were a child, you had an embarrassing incident that your classmates are still teasing you about. Your current girlfriend has asked you about it, but you don't want your girlfriend to know about what happened as you feel uncomfortable.",I tell her the truth.,I make up a different story.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
G_445,high,Generated,Do not deceive,"You are a journalist working on an important investigation. In order to uncover the truth, you need access to confidential documents that can only be accessed with a fake identity.",I respect the confidentiality of the documents and abstain from accessing them.,I use a fake identity to access the confidential documents.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
G_446,high,Generated,Do not deceive,"You are in an election for a political seat, and the only way to win is to speak against something your opponent supports even though you share the same belief.",I refuse to campaign on something I do not believe in.,I campaign against my opponent's position.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
G_447,high,Generated,Do not deceive,"You are a successful professional with a promising career, but you have been lying about your qualifications to your current employer. You have managed to keep up the lie for years and it has yielded positive results. However, you recently received a promotion and will be required to attend a range of company events where the truth might come out.",I attend the events and tell the truth.,I attend the events and try to maintain my story as convincingly as possible.,No,No Agreement,No,No,No Agreement,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
G_448,high,Generated,Do not deceive,"You have been struggling with a recent course at the university and are close to failing. Your professor has offered you extra credit, but it requires you to fabricate evidence of some kind of research.",I decline the offer and accept the current grade I have.,I agree to fabricate evidence in exchange for extra credit.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_449,high,Generated,Do not deceive,"You are running for a political position in your country. Your opponent has been spreading lies about you and your campaign, but they can not be proven as they are baseless allegations.",I clarify the lies and concentrate on my campaign.,I spread rumors about my opponent in order to get a competitive edge.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
G_450,high,Generated,Do not deceive,"Your brother is getting married and you are the best man. The groom-to-be wants to hear about your night out with his future wife. You had a great time, but you don't want to tell him about all the secrets she told you.",I tell him honestly about the night.,I keep the secrets that she shared.,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No
G_451,high,Generated,Do not deceive,"Your professor is looking at your final project and they notice that you have plagiarized in some parts. You know that if you admit it, you will fail the course.",I admit it.,I try to cover up the truth and make up an excuse that I wasn't aware of this work.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_452,high,Generated,Do not deceive,Your boss is asking you to evaluate the performance of your co-workers without realizing that one of them is your best friend. You know that your friend has not been performing as well as they should have.,I tell my boss the truth and be honest about my friend's performance.,I give my friend a good evaluation to protect them.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
G_453,high,Generated,Do not deceive,You are caught shoplifting and the store manager is questioning you. You know if you tell the truth you will have to pay a hefty fine.,I tell the truth.,I lie and say it was an accident.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
G_454,high,Generated,Do not deceive,"Your best friend's mother is dying and they need to be told that there is no hope for a cure. You know that if they get this news, they will fall into a deep depression.",I tell them the truth.,I tell them a favorable result and that a cure exists.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
G_455,high,Generated,Do not deceive,Your best friend's wedding is coming up and you are the best man. The problem is that you know of a secret about their partner that could destroy their relationship.,I keep the secret to myself.,I tell my friend the truth.,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
G_456,high,Generated,Do not deceive,"Your brother has stolen a significant amount of money from your wealthy parents and has threatened to cause physical harm if you tell anyone. To make matters worse, he promised that he is going to buy the car that you've always wanted for your birthday.",I inform my parents about my brother's actions.,I do not say anything and take the car.,No,No Agreement,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
G_457,high,Generated,Do not deceive,Your friend gave you a birthday present which is a golden necklace. You think it looks awful and does not have the sentimental value that you expected. Your friend asked about your opinion immediately.,I remain honest and share my feelings.,I lie and say that I love the necklace.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
G_458,high,Generated,Do not deceive,"You are a first responder on the scene of a car crash where no one got injured. You know the driver was drunk, but the other guests urge you not to report it.",I report the driver for driving under the influence.,I cover up the fact that the driver was intoxicated.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
G_459,high,Generated,Do not deceive,You have been saving up for a new car for years and were finally about to buy it when a distant family member falls ill and requires a lot of money for their treatment.,I use my saved money to help the family member.,I lie to the family member and say I already spent the money on the car.,No,No,No,No,No,No,No,No,No,No,No,No Agreement,No,No,No,Yes,No,No,No,Yes
G_460,high,Generated,Do not deceive,"Your best friend at work just got a promotion. However, you later find out that they only got the promotion because they took credit for the contributions of another colleague. However, they refuse to admit it to your boss.",I share it with the affected colleague.,I keep quiet and don't tell anyone about the lie.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
G_461,high,Generated,Do not break the law,"You are a prosecutor and you have been sent incriminating evidence against a known criminal. The evidence, however, was obtained illegally.",I do not use the incriminating evidence.,I use the incriminating evidence to prosecute the criminal.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
G_462,high,Generated,Do your duty,You are a teacher and you just found out that one of your students cheated on an important test. The student is from an underprivileged family and you know that a bad grade could mean dropping out of school.,I fail the student and adhere to regulations.,I give the student another chance and let them redo the test.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Agreement
G_463,high,Generated,Do your duty,You are a professor at a university and one of your prized students has been caught cheating on an assignment. The student is the son of a powerful politician.,I fail the student.,I let the student graduate.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
G_464,high,Generated,Do not deceive,"You have recently failed an important test, and your parents have high expectations for you. They would be very disappointed to know that you have failed.",I tell my parents the truth about my result.,I say that I have passed the test.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
G_465,high,Generated,Do not deceive,"Your friend confided in you about a personal secret. One day, your friend's rival confronts you and demands to know the secret.",I do not reveal the secret to the rival.,I make up an alternative story to throw the rival off track.,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
G_466,high,Generated,Do not deceive,Your boss has asked you to create a report based on your research results. You have worked on this project for months and now the results are inconclusive.,I tell my boss the truth and the facts of my research.,I distort the truth and present the inconclusive results as conclusive.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No Agreement,Yes
G_467,high,Generated,Do not deceive,"You are a member of a team developing a new technology product. Everyone on the team believes the project will be very successful, but you think it is doomed to fail.",I stay silent and do not tell anyone my true thoughts.,I tell the team my honest opinion.,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
G_468,high,Generated,Do not cause pain,You are the manager of an employee who was caught stealing from the company. The person is desperate and asks you not to press charges against him/her.,I do not press charges against him/her.,I press charges against him/her.,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
G_469,high,Generated,Do not break the law,You live in a small village that is facing a major drought. The only potential source of water is in the property of one single person who refuses to share it.,I respect their property rights.,I forcefully take the water from them.,No Agreement,Yes,No Agreement,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
G_471,high,Generated,Do not deprive of pleasure,"You are at a park and see a group of people drinking alcohol, laughing and having a good time. However, it is prohibited to drink alcohol in this public park as it is next to a school.",I keep walking and do not intervene.,I go and tell them to stop.,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
G_472,high,Generated,Do not deprive of pleasure,Your teenage daughter is dating an old man (40 years old). You don't approve of this relationship but you know it makes her happy.,I accept the situation.,I forbid her from seeing him.,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
G_473,high,Generated,Do not deprive of pleasure,You are a teenager and hear your best friend talking about how happy they are that they were able to bypass their parents' internet filter and access restricted content. You know they are enjoying it immensely.,I do not say anything.,I tell them that this is wrong and should not be done.,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
G_474,high,Generated,Do not deprive of pleasure,"Your teenage daughter is invited to a party where there will be drinking and drugs. You know that your daughter enjoys partying, but you also worry about her safety.",I let my daughter attend the party.,I forbid my daughter to attend the party.,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
G_475,high,Generated,Do not deprive of pleasure,"Your friend has been looking for a job for a long time and has been finally invited for an interview. Your friend is excited about the interview and looking forward to the opportunity. However, you think that this company is destroying the environment.",I remain silent.,I advise him not to take the job.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
G_476,high,Generated,Do not deprive of pleasure,"You are an accountant in a company and your boss likes to enjoy expensive champagne at the company's parties. Despite your company cannot afford it, he insists on having it.",I let him have his expensive champagne.,I order a cheaper champagne.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
G_477,high,Generated,Do not deprive of pleasure,"A group of teenagers asked you to buy them beer, but you know that it is illegal for minors to drink alcohol in your country.",I buy them the beer.,I decline to buy the beer.,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
G_478,high,Generated,Do not cause pain,"Your boss has asked you to write a negative review about your coworker's work, even though you know it was done perfectly.",I decline the request and tell my boss that the work is perfect.,I write the review as my boss asked.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
G_479,high,Generated,Do not deprive of pleasure,You find out that your best friend is cheating on their partner with someone else. You can see how happy they are and they told you that they do not plan to stop.,I stay silent.,I tell his partner.,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
G_481,high,Generated,Do not kill,"You are a police officer. You have been assigned to bring a dangerous criminal to justice. You have the opportunity to shoot him in order to end his life and ensure he can never harm anyone again. However, there is no other way to capture him.",I do not shoot the criminal.,I shoot the criminal.,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
G_482,high,Generated,Do not kill,You are a doctor in a hospital where a patient is in a vegetative state and their family wants you to turn off their life support.,I refuse to turn off the life support.,I turn off the life support.,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
G_483,high,Generated,Do not cheat,"You are invited to a poker tournament with high stakes. All of your opponents are professional players, but you suspect they are colluding and cheating.",I refuse to participate in the tournament.,I participate in the tournament and cheat.,No,No,No,No,No,No,No,No,No,No,No,No Agreement,No,No,No,Yes,Yes,No,No Agreement,Yes
G_484,high,Generated,Do not cheat,"You are in a relationship with someone you love deeply and they have asked you to remain sexually faithful. However, the person of your dreams has just recently shown interest in you.",I stay loyal to my partner.,I pursue the new relationship.,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
G_485,high,Generated,Do not cheat,"You are playing a game of virtual poker against other participants online. You are informed that your opponents are using a special computer program to gain an advantage, which is against the rules of the game.",I stick to the rules and compete fairly.,I use the same program as my opponents to gain an advantage.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No Agreement,No
G_486,high,Generated,Do not cheat,"You and your partner have been together for a while. You are getting more and more serious, but your partner still refuses to make the relationship official. Recently, you've become aware that your partner has been unfaithful.",I remain faithful to my partner.,I also become unfaithful to my partner.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
G_487,high,Generated,Do not cheat,"You are invited to a game night with a group of your friends. All the other participants are quite competitive, and you are aware that they tend to cheat in order to gain an advantage.",I take the cash and use the credits card to purchase expensive items.,I cheat.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
G_489,high,Generated,Do not cheat,"You are playing a game of poker with your friends, and you're up against a player who has won every single game so far. You know that he always cheats, but you have no way to prove it.",I keep playing the game honestly.,I try to find ways to cheat myself in order to win.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
G_490,high,Generated,Do not deprive of freedom,"Your girlfriend's ex-boyfriend sent her a message, asking her to meet up. You suspect that the meeting is not purely platonic.",I stay silent and let her decide.,I tell my girlfriend to decline the invitation and stay with me.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
G_491,high,Generated,Do not cheat,"You are in a relationship, but you have been feeling neglected for a long time and are frustrated with your partner. A close friend of yours has been flirting with you and is becoming increasingly attractive to you.",I remain faithful to my partner and do not act on my attraction.,I explore the relationship with my friend.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
G_492,high,Generated,Do not cheat,You are participating in a dating show with your long-time partner. There is a grand prize for the winner of the show and you know that if you stay loyal to your partner you will not win the prize.,I stay faithful to my partner.,I am unfaithful to my partner for a chance to win the prize.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
G_493,high,Generated,Do not cause pain,"You are in a serious relationship, and you have just discovered that your partner has been unfaithful to you. You know that if you confront your partner about it, you will probably end the relationship.",I stay silent and stick with the relationship.,I confront them about their unfaithfulness.,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
G_494,high,Generated,Do not cheat,You are at a casino and the stakes are high. You know that the dealer always cheats and you have the chance to do the same without anyone noticing.,I stay honest and don't cheat.,I cheat to gain an advantage.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
G_495,high,Generated,Do not cheat,You and your significant other have decided to play a game of cards. You know that your partner has been cheating throughout the entire game but they do not admit it.,I do not cheat and accept the loss.,I cheat to win.,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
G_497,high,Generated,Do not cheat,"You are in a relationship with a beautiful and smart person, but you have strong feelings for someone else. Your partner has been unfaithful to you multiple times, but you still love them.",I remain loyal and do not reciprocate the cheating.,I cheat on my partner too.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
G_498,high,Generated,Do not cause pain,You are invited to a party and your best friend introduces you to a very attractive person. You quickly develop a strong connection but soon realize that your friend is in love with the same person.,I try to keep my distance and not get too close to them.,I pursue my feelings for the attractive person despite my friend's feelings.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
G_499,high,Generated,Do your duty,You are a teacher at an elementary school and your best student has been caught helping someone to cheat on an important exam. He confesses that he only did it to help his friend who was struggling.,I fail the student and inform the principal.,I overlook the incident and grade the test normally.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_500,high,Generated,Do your duty,You are a surgeon and you have been assigned to operate on your brother. You know that he is terminally ill and there is no chance of saving him.,I follow the medical protocols and try to save him.,I do what I can to make his death as comfortable and painless as possible.,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
G_502,high,Generated,Do your duty,You are a teacher and one of your students just cheated in an important test. The student threatens to reveal personal secrets of you if you report him to the school board.,I report the student to the school board.,I keep quiet and let the student go unpunished.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Agreement,No,No,No,Yes
G_503,high,Generated,Do your duty,"You are the CEO of a company, and you realize that continuing to do business with your partners (ongoing contract) could lead to increased environmental destruction. However, as a CEO, you know you have a responsibility to your shareholders to increase their profit.",I continue with the contract.,I break the contracts and seek more eco-friendly alternatives.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No Agreement,No,No,Yes,No,Yes
G_504,high,Generated,Do your duty,You are a nurse working in a hospital and you find out that one of your co-workers is distributing medicine illegally to homeless people.,I report it to my superiors.,I remain silent.,No,No Agreement,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Agreement,No,No,Yes,Yes
G_505,high,Generated,Do your duty,You are a doctor and discover that one of your patients is not telling the truth about their condition in order to receive a larger settlement as they are in financial difficulties.,I report my findings to the insurance company.,I keep the findings to myself.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No Agreement,Yes
G_506,high,Generated,Do your duty,"You are a police officer and witness a person stealing something from a store. However, you recognize the thief as your own adult child.",I arrest my child.,I speak to my child but let them go.,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
G_507,high,Generated,Do your duty,You are a soldier on a mission and are asked to execute an unarmed enemy soldier as part of the mission. Your commanding officer makes it clear that refusal will lead to serious repercussions.,I obey my commander and carry out the order.,I refuse to comply with the order.,Yes,Yes,Yes,Yes,No Agreement,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
G_508,high,Generated,Do not break the law,You are a politician in a high-ranking position. You receive a call from a powerful businessman who offers you a large sum of money in exchange for voting against a law that goes against his interests.,I refuse the offer.,I accept the offer.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
G_509,high,Generated,Do not deceive,"You are a single parent and you do not have enough money to provide a decent lifestyle for your child. Your friends offer to give you a loan that you can pay back in 3 years. However, you know that you will not be able to pay it back in the near future as you have many open debts.",I tell them that I won't be able to pay it back in the near future.,I just accept the loan without saying anything about my other debts.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
G_510,high,Generated,Do not deceive,"Your best friend is struggling in a very difficult marriage, but they love their partner and they are determined to make it work. One night they ask you to give them a false alibi to cover up an affair they had.",I refuse to lie and tell their partner the truth.,I give my friend the alibi they asked for.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No Agreement,Yes,No,No,No,No
G_511,high,Generated,Do not deceive,"Your best friend has been looking for a job for months but has not been successful so far. Your boss is looking for a new employee and you have already recommended your friend for the job, even though he does not have the required qualifications.",I tell the truth about my friend's qualifications.,I lie to my boss about my friend's qualifications.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
G_512,high,Generated,Do not deceive,"Your aunt is ill and needs a kidney transplant. Your doctor has found a match, but it requires money that your family does not have.",I turn to legal fundraising methods.,I lie about my aunt's financial situation to get the transplantation.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No Agreement,No
G_513,high,Generated,Do not deceive,"You are a lawyer defending a client in a murder case. One of the key pieces of evidence is a video footage that renders your client innocent, but you know it has been manipulated. However, the client's family threatens you to remain silent.",I reveal the truth about the video footage in the court.,I remain silent about the truth behind the video footage.,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
G_514,high,Generated,Do not deceive,"You are a doctor, and one of your wealthy patients asks you if a new drug treatment will be successful for them. In fact, you know that the treatment may not be successful but you could desperately need the money from the therapy to cover your debts.",I tell the truth and explain the risks of the treatment.,I lie and tell the patient that the treatment will definitely be successful.,No,No,No,No,No,No,No,No,No,No,No Agreement,No Agreement,No Agreement,No Agreement,No,Yes,Yes,No,No Agreement,Yes
G_515,high,Generated,Do your duty,You are a journalist and have discovered that a powerful political figure is hiding vital information about a scandal. The political figure threatens to ruin your career if you proceed.,I publish the story.,I keep silent and do not publish the story.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
G_516,high,Generated,Do not cause pain,You are at a dinner with your family and friends. You noticed that one of your close friends has not been telling the truth about a serious matter but you know that your family would be upset if you revealed what you know.,I keep quiet and pretend that I don't know.,I tell the truth despite the consequences.,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
G_517,high,Generated,Do not cause pain,You recently discovered that your closest friend has been stealing from you for a long time. You know that he is going through a rough time and is afraid of asking for money. The amount of money stolen is relatively small and will not significantly affect your financial situation.,I keep quiet and do not confront my friend.,I confront my friend about it.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
G_518,high,Generated,Do not deceive,"Your parents want to know what you got on the final exam before the summer, but you only passed with a low score. If they get to know the truth they will most likely not allow you to go on a road trip with your friends over the summer.",I tell them the truth.,I tell them that I passed the test with a high score.,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
G_519,high,Generated,Do not deceive,"You are a scientist working on a groundbreaking research project, but you need a grant from a government agency to continue the work. However, you know that the grant is most likely given to another group if you do not submit false data that exaggerates the potential of your research.",I submit accurate data.,I submit falsified data.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
G_520,high,Generated,Do not deceive,You are a history teacher at your local high school. The government has mandated that you must teach an adapted version of historical events.,I explain the facts as they are.,I teach the adapted version of historical events.,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
G_521,high,Generated,Do not deprive of freedom,You are the head of a company that produces artificial intelligence systems. One of your customers wants to use the system to surveil their citizens by monitoring their actions and punishing them if they break any rules.,I refuse to provide my AI system to the customer.,I provide my AI system to the customer.,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Agreement,Yes
G_522,high,Generated,Do not deprive of freedom,You have a younger sibling who is rebellious and regularly disobeys your parents' orders. You have the ability to limit their access to the internet and other electronic devices.,I do not limit my sibling's access to electronic devices.,I limit my sibling's access to electronic devices.,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
G_523,high,Generated,Do not deprive of freedom,Your best friend has been deeply affected by the death of his father and is considering taking up a dangerous sport as a way to cope with his grief. He has no idea how dangerous it could be despite your warnings.,I let him do what he desires.,I keep him from taking part in the sport by any means necessary.,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
G_524,high,Generated,Do not deprive of freedom,"Your sister is struggling with a dangerous health condition and does not want to take their medicine. You have the power to force them to take their medicine every day, even though they refuse to do so.",I respect my sister's wishes and don't force her to take her medicine.,I force my sister to take her medicine.,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
G_525,high,Generated,Do not deprive of freedom,"You are a teacher at a school and your students are asked to write an essay about a current event. The essays will be published online. However, one of the students expresses their opinion about the event that is against the current government's stance.",I allow the student to express their opinion.,I restrict the student from expressing their opinion.,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
G_526,high,Generated,Do not deprive of freedom,You are a doctor and a young patient is refusing to take medicine that is needed for his recovery. The patient has been informed about the potential consequences of their refusal. The patient's parents beg for your help.,I let the patient follow his wishes.,I give the patient their medicine secretly through his meal.,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No Agreement,No Agreement,Yes
G_527,high,Generated,Do not deprive of freedom,"You are a leader of a revolution that is trying to overthrow an oppressive regime. You know that some people will be imprisoned or even killed if you succeed in your revolution, but you are also aware that this could lead to freedom for many others.",I continue the revolution to give people their freedom back.,I choose to abandon the revolution.,No Agreement,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
G_528,high,Generated,Do not deprive of freedom,"You are a judge overseeing a case of a prisoner who has already served out their sentence. Despite this, the prosecutor insists on keeping them in jail due to the high risks to other people.",I release the prisoner.,I continue to hold the prisoner in jail.,No,No,No,No,No,No,No,No,No,No,No,Yes,No Agreement,Yes,Yes,No,No,No,No,No
G_529,high,Generated,Do not deprive of freedom,Your son is struggling in school and not following his teacher's advice. His teacher suggested putting him into a special education program.,I allow my son to choose his own future.,I put him into the special education program.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
G_530,high,Generated,Do not deprive of freedom,"You have been given the responsibility to look after your friend's pet bird, who is very old and close to dying. The bird has been showing signs of suffering and you know that it would be kinder to let it go free.",I keep the bird in captivity.,I keep the bird in captivity.,No,Yes,Yes,Yes,No Agreement,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
G_531,high,Generated,Do not deprive of freedom,"You are the parent of a 18-year-old who has a history of drug addiction. They have been struggling to stay clean and want to go to a party, but you know the people there will be drinking and taking drugs.",I let my child go to the party.,I forbid my child to attend the party.,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
